Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1764402965,2025/11/29 15:56,0.003625,0.012125,0,0.000015625,0.011890625,0.015359375,0.006578125,0.014304687
1764402976,2025/11/29 15:56,0.003625,0.01175,-0.0003125,-0.000007813,0.011648438,0.014765625,0.006351563,0.013820313
1764402987,2025/11/29 15:56,0.00375,0.012,-0.0003125,0.000015625,0.012015625,0.01534375,0.00684375,0.014226562
1764402998,2025/11/29 15:56,0.0035,0.01175,-0.0003125,0,0.0115,0.01509375,0.00684375,0.014046875
1764403008,2025/11/29 15:56,0.003375,0.011625,-0.0003125,-0.000007813,0.011539063,0.01478125,0.006585937,0.013570313
1764403019,2025/11/29 15:56,0.003375,0.01175,-0.0003125,0,0.011664063,0.014945313,0.006632812,0.013835938
1764403033,2025/11/29 15:57,0.00325,0.012125,-0.0003125,0,0.0115625,0.014398437,0.006398438,0.013039063
1764403045,2025/11/29 15:57,0.0035,0.012375,-0.0003125,0,0.012171875,0.015828125,0.007007813,0.014734375
1764403056,2025/11/29 15:57,0.003875,0.012625,0,0.000015625,0.012390625,0.015453125,0.0070625,0.01371875
1764403067,2025/11/29 15:57,0.00375,0.0125,-0.0003125,0.000015625,0.01221875,0.014828125,0.007335938,0.013023438
1764403078,2025/11/29 15:57,0.0035,0.012625,-0.0003125,0,0.012195312,0.015835938,0.007679687,0.014664063
1764403089,2025/11/29 15:58,0.003875,0.012,-0.0003125,-0.000921875,0.012351562,0.015179688,0.007320313,0.013640625
1764403100,2025/11/29 15:58,0.003875,0.012375,0.001273438,0.000023438,0.012609375,0.015257813,0.007242188,0.013609375
1764403111,2025/11/29 15:58,0.003875,0.012375,-0.000625,-0.000625,0.01271875,0.015546875,0.007609375,0.013875
1764403121,2025/11/29 15:58,0.003625,0.012125,-0.0003125,0.00003125,0.012195312,0.015179688,0.007445313,0.013171875
1764403132,2025/11/29 15:58,0.003,0.01,0.000320313,0.000007813,0.010617187,0.013984375,0.006046875,0.012359375
1764403143,2025/11/29 15:59,0.003625,0.01225,0.004757812,0.0050625,0.011757813,0.014875,0.00690625,0.013335938
